experiment	cohort	endpoint	method	arm	seed	split_mode	global_seed	beta	gate_hidden_dim	selection_status	best_epoch	val_case_c_index	val_slide_c_index	val_loss	test_case_c_index	test_slide_c_index	test_loss	test_n_cases	test_n_events	train_cases	val_cases	test_cases	run_name
survival_tasks	LUAD	OS	Gated SRP	gated_post_attention	45	global_seed_holdout	45	1.0	128	reported_paper_config	4	0.6628959276018099	0.6258309591642925	1.6819329878139864	0.6543283582089552	0.6464699683877766	1.6789038692702456	96	34	321	48	96	survival_luad_gated_post_attention_s45
survival_tasks	LUAD	OS	Gated SRP	gated_post_attention	46	global_seed_holdout	46	1.0	128	reported_paper_config	9	0.5721153846153846	0.5495049504950495	2.868619628068465	0.5335227272727273	0.6068318821165438	3.8461031574921174	96	34	321	48	96	survival_luad_gated_post_attention_s46
survival_tasks	STAD	OS	Gated SRP	gated_post_attention	42	global_seed_holdout	42	0.5	128	reported_paper_config	16	0.7468030690537084	0.7566265060240964	3.5398660124091768	0.6965732087227414	0.688849970811442	3.17126923426977	80	33	263	40	80	survival_stad_gated_post_attention_s42
survival_tasks	STAD	OS	Gated SRP	gated_post_attention	43	global_seed_holdout	43	0.5	128	reported_paper_config	14	0.7425	0.7292110874200426	2.7887978973660874	0.6090225563909775	0.6044417767106842	3.0853510800954522	80	33	263	40	80	survival_stad_gated_post_attention_s43
survival_tasks	STAD	OS	Gated SRP	gated_post_attention	44	global_seed_holdout	44	0.5	128	reported_paper_config	17	0.7265822784810126	0.7079646017699115	3.3559655739694323	0.633681622618316	0.633901705115346	3.806536529800989	80	33	263	40	80	survival_stad_gated_post_attention_s44
survival_tasks	STAD	OS	Gated SRP	gated_post_attention	45	global_seed_holdout	45	0.5	128	reported_paper_config	11	0.672544080604534	0.681265206812652	3.1610065550156854	0.5974842767295597	0.593311758360302	2.8426580181159347	80	33	263	40	80	survival_stad_gated_post_attention_s45
survival_tasks	STAD	OS	Gated SRP	gated_post_attention	46	global_seed_holdout	46	0.5	128	reported_paper_config	9	0.5647668393782384	0.5692695214105793	2.3812501977535714	0.5485312899106003	0.5603070175438597	2.7852009272152003	80	33	263	40	80	survival_stad_gated_post_attention_s46
survival_tasks	UCEC	OS	Gated SRP	gated_post_attention	42	global_seed_holdout	42	1.5	32	reported_paper_config	5	0.7794117647058824	0.6914893617021277	1.168700549237006	0.6680327868852459	0.6784313725490196	0.9787021898917845	50	7	173	26	50	survival_ucec_gated_post_attention_s42
survival_tasks	UCEC	OS	Gated SRP	gated_post_attention	43	global_seed_holdout	43	1.5	32	reported_paper_config	12	0.9772727272727273	0.9791666666666666	1.0002159913946627	0.5990990990990991	0.5698529411764706	1.1395809584818088	50	7	173	26	50	survival_ucec_gated_post_attention_s43
survival_tasks	UCEC	OS	Gated SRP	gated_post_attention	44	global_seed_holdout	44	1.5	32	reported_paper_config	2	0.6944444444444444	0.7102803738317757	0.9169373411550036	0.6486486486486487	0.6518518518518519	0.7736531950873681	50	7	173	26	50	survival_ucec_gated_post_attention_s44
survival_tasks	UCEC	OS	Gated SRP	gated_post_attention	45	global_seed_holdout	45	1.5	32	reported_paper_config	6	0.8194444444444444	0.7416666666666667	1.057993438848026	0.7803468208092486	0.8143459915611815	0.9124216394525969	50	7	173	26	50	survival_ucec_gated_post_attention_s45
survival_tasks	UCEC	OS	Gated SRP	gated_post_attention	46	global_seed_holdout	46	1.5	32	reported_paper_config	7	0.7666666666666667	0.7272727272727273	1.0719340589820165	0.7905982905982906	0.7423728813559322	0.9421741693788631	50	7	173	26	50	survival_ucec_gated_post_attention_s46
